#Al mole fraction	$Vac_{Al_1}$	$Vac_{Al_2}$	$Vac_{V}$	$V_{Al_1}$	$V_{Al_2}$	$Al_{V}$
0.746166666667	1.57283269024	1.78227864024	1.91499768682	0.36378714342	0.65084903342	2.77054642658
0.746333333333	1.57380493362	1.78325088362	1.9121398649	0.367617208721	0.654679098721	2.76671636128
0.7465	1.57482173424	1.78426768424	1.90914837193	0.371625502305	0.658687392304	2.7627080677
0.746666666667	1.5758874416	1.7853333916	1.90601015942	0.375829422181	0.662891312181	2.75850414782
0.746833333333	1.5770070749	1.7864530249	1.90271016974	0.380249045162	0.667310935162	2.75408452484
0.747	1.57818646801	1.78763241801	1.89923090131	0.384907706704	0.671969596704	2.7494258633
0.747166666667	1.57943245589	1.78887840589	1.89555184924	0.389832746656	0.676894636656	2.74450082334
0.747333333333	1.58075311763	1.79019906763	1.89164877628	0.395056481353	0.682118371353	2.73927708865
0.7475	1.58215809799	1.79160404799	1.88749274813	0.400617489859	0.687679379859	2.73371608014
0.747666666667	1.58365904008	1.79310499008	1.88304883543	0.406562344653	0.693624234653	2.72777122535
0.747833333333	1.58527017869	1.79471612869	1.87827433388	0.412947984805	0.700009874805	2.72138558519
0.748	1.58700917147	1.79645512147	1.87311627047	0.419845041001	0.706906931001	2.714488529
0.748166666667	1.58889829282	1.79834424282	1.86750782203	0.427342610785	0.714404500785	2.70699095921
0.748333333333	1.59096619825	1.80041214825	1.86136302203	0.435555316223	0.722617206223	2.69877825378
0.7485	1.59325062163	1.80269657163	1.85456866884	0.444634092789	0.731695982789	2.68969947721
0.748666666667	1.59580266773	1.80524861773	1.84697144818	0.454783359545	0.741845249545	2.67955021045
0.748833333333	1.59869398617	1.80813993617	1.83835641116	0.466289715001	0.753351605001	2.668043855
0.749	1.60202951303	1.81147546303	1.82840874953	0.479572903506	0.766634793505	2.65476066649
0.749166666667	1.60597193475	1.81541788475	1.81664040402	0.495283670735	0.782345560735	2.63904989926
0.749333333333	1.61079379852	1.82023974852	1.80223373304	0.514512205477	0.801574095477	2.61982136452
0.7495	1.61700603708	1.82645198708	1.78365593833	0.539302238751	0.826364128751	2.59503133125
0.749666666667	1.62575571308	1.83520166308	1.75746583199	0.574242021082	0.861303911082	2.56009154892
0.749833333333	1.64070300086	1.85014895086	1.71268289089	0.633972249973	0.921034139973	2.50036132003
0.750166666818	2.00948552898	2.21893147898	0.606317844214	2.10911982477	2.39618171477	1.02521374523
0.750333333333	2.02928834417	2.23873429417	0.546833145762	2.18840733841	2.47546922841	0.94592623159
0.7505	2.0408506093	2.2502965593	0.512070184986	2.23473256432	2.52179445432	0.899601005684
0.750666666667	2.0490406135	2.2584865635	0.487424080531	2.26756867297	2.55463056297	0.866764897029
0.750833333333	2.0553834653	2.2648294153	0.468319499228	2.29301610607	2.58007799607	0.841317463932
0.751	2.06055829964	2.27000424964	0.452719031306	2.31379140833	2.60085329833	0.820542161667
0.751166666667	2.06492730416	2.27437325416	0.439536110366	2.3313433338	2.6184052238	0.802990236204
0.751333333333	2.06870662923	2.27815257923	0.428122282685	2.34653648654	2.63359837654	0.78779708346
0.751500000001	2.07203567126	2.28148162126	0.418059356876	2.35992845439	2.64699034439	0.774405115613
0.751666666667	2.07500959362	2.28445554362	0.409061841211	2.3718998924	2.6589617824	0.762433677595
0.751833333333	2.07769626229	2.28714221229	0.400926136265	2.38272226602	2.66978415602	0.751611303977
0.752	2.08014577998	2.28959172998	0.39350193273	2.39259598725	2.67965787725	0.741737582751
0.752166666667	2.08239619026	2.29184214026	0.386675098876	2.40167323138	2.68873512138	0.73266033862
0.752333333333	2.08447706132	2.29392301132	0.380356929176	2.41007227214	2.69713416214	0.724261297856
0.7525	2.08641183015	2.29585778015	0.374477111885	2.41788685827	2.70494874827	0.716446711731
0.752666666667	2.08821938842	2.29766533842	0.368978971309	2.42519255711	2.71225444711	0.709141012892
0.752833333333	2.08991518661	2.29936113661	0.363816155293	2.43205117132	2.71911306132	0.702282398682
0.753	2.0915120221	2.3009579721	0.358950271165	2.43851389093	2.72557578093	0.695819679067
0.753166666667	2.09302061372	2.30246656372	0.354349161853	2.44462359187	2.73168548187	0.68970997813
0.753333333333	2.09445002885	2.30389597885	0.349985624797	2.45041654405	2.73747843405	0.683917025952
0.7535	2.09580800604	2.30525395604	0.345836443819	2.45592370222	2.74298559222	0.67840986778
0.753666666667	2.09710120265	2.30654715265	0.341881646476	2.46117169617	2.74823358617	0.673161873829
0.753833333333	2.09833538724	2.30778133724	0.338103926668	2.46618360057	2.75324549057	0.668149969431
0.754	2.09951559107	2.30896154107	0.334488190258	2.47097954081	2.75804143081	0.663354029189
0.754166666667	2.1006462286	2.3100921786	0.331021193525	2.47557717508	2.76263906508	0.658756394921
0.754333333333	2.10173119436	2.31117714436	0.327691252592	2.47999208177	2.76705397177	0.65434148823
0.7545	2.10277394148	2.31221989148	0.324488007737	2.48423807374	2.77129996374	0.650095496257
0.754666666667	2.10377754599	2.31322349599	0.321402230603	2.48832745538	2.77538934538	0.646006114616
0.754833333333	2.10474475977	2.31419070977	0.318425665254	2.49227123452	2.77933312452	0.642062335483
0.755	2.10567805457	2.31512400457	0.315550896204	2.49607929837	2.78314118837	0.63825427163
0.755166666667	2.10657965877	2.31602560877	0.312771238096	2.49976056067	2.78682245067	0.634573009327
0.755333333333	2.10745158829	2.31689753829	0.310080642909	2.50332308538	2.79038497538	0.631010484621
0.7555	2.10829567279	2.31774162279	0.307473621446	2.50677419134	2.79383608134	0.627559378659
0.755666666667	2.10911357791	2.31855952791	0.304945176559	2.51012054135	2.79718243135	0.624213028645
0.755833333333	2.10990682433	2.31935277433	0.302490746054	2.51336821828	2.80043010828	0.62096535172
0.756	2.11067680408	2.32012275408	0.30010615364	2.51652279044	2.80358468044	0.617810779562
0.756166666667	2.11142479466	2.32087074466	0.297787566607	2.51958936805	2.80665125805	0.614744201952
0.756333333333	2.11215197127	2.32159792127	0.295531459154	2.52257265212	2.80963454212	0.61176091788
0.7565	2.11285941748	2.32230536748	0.293334580471	2.52547697701	2.81253886701	0.608856592992
0.756666666667	2.11354813444	2.32299408444	0.291193926878	2.52830634757	2.81536823757	0.606027222434
0.756833333333	2.11421904911	2.32366499911	0.289106717395	2.53106447171	2.81812636171	0.603269098288
0.757	2.11487302134	2.32431897134	0.287070372263	2.53375478907	2.82081667907	0.600578780925
0.757166666667	2.11551085025	2.32495680025	0.285082493995	2.53638049626	2.82344238626	0.597953073744
0.757333333333	2.11613327979	2.32557922979	0.283140850595	2.5389445692	2.8260064592	0.595389000802
0.7575	2.11674100371	2.32618695371	0.281243360684	2.54144978303	2.82851167303	0.592883786969
0.757666666667	2.11733466998	2.32678061998	0.279388080239	2.54389872974	2.83096061974	0.590434840263
0.757833333333	2.1179148847	2.3273608347	0.277573190776	2.54629383392	2.83335572392	0.588039736079
0.758	2.11848221568	2.32792816568	0.275796988766	2.54863736691	2.83569925691	0.585696203091
0.758166666667	2.11903719556	2.32848314556	0.274057876155	2.5509314594	2.8379933494	0.583402110598
0.758333333333	2.11958032467	2.32902627467	0.272354351826	2.55317811285	2.84024000285	0.581155457153
0.7585	2.1201120736	2.3295580236	0.270685003922	2.55537920968	2.84244109968	0.578954360319
0.758666666667	2.12063288549	2.33007883549	0.269048502906	2.55753652258	2.84459841258	0.576797047418
0.758833333333	2.12114317812	2.33058912812	0.267443595287	2.55965172284	2.84671361284	0.574681847164
0.759	2.12164334585	2.33108929585	0.265869097927	2.56172638792	2.84878827792	0.572607182076
0.759166666667	2.12213376129	2.33157971129	0.264323892875	2.56376200841	2.85082389841	0.57057156159
0.759333333333	2.12261477688	2.33206072688	0.26280692267	2.56575999421	2.85282188421	0.56857357579
0.7595	2.12308672636	2.33253267636	0.261317186049	2.56772168031	2.85478357031	0.566611889694
0.759666666667	2.123549926	2.332995876	0.25985373404	2.56964833196	2.85671022196	0.564685238038
0.759833333333	2.12400467588	2.33345062588	0.258415666381	2.5715411495	2.8586030395	0.562792420504
0.76	2.12445126089	2.33389721089	0.257002128246	2.57340127264	2.86046316264	0.560932297357
