#Al mole fraction	$Vac_{Al_1}$	$Vac_{Al_2}$	$Vac_{V}$	$V_{Al_1}$	$V_{Al_2}$	$Al_{V}$
0.744333333333	1.30773174696e-08	1.15068759586e-09	1.66862577408e-10	0.0216928777299	0.000775512446901	7.3677570991e-15
0.7445	1.29778822558e-08	1.14193818166e-09	1.70610836538e-10	0.0210549719026	0.000752707546824	7.59097920594e-15
0.744666666667	1.28762454091e-08	1.13299504336e-09	1.74563529676e-10	0.0204170588009	0.00072990238669	7.82815269587e-15
0.744833333333	1.27722843722e-08	1.123847397e-09	1.78738726189e-10	0.0197791384248	0.000707096966496	8.08062770288e-15
0.745	1.26658655624e-08	1.11448348848e-09	1.83156745296e-10	0.019141210774	0.00068429128624	8.34993437881e-15
0.745166666667	1.25568429739e-08	1.10489047061e-09	1.87840523076e-10	0.0185032758487	0.000661485345918	8.63781393095e-15
0.745333333333	1.24450565488e-08	1.0950542597e-09	1.92816054525e-10	0.0178653336487	0.00063867914553	8.94625631052e-15
0.7455	1.23303302669e-08	1.08495936754e-09	1.98112929342e-10	0.017227384174	0.000615872685072	9.27754627634e-15
0.745666666667	1.22124698944e-08	1.07458870331e-09	2.03764985663e-10	0.0165894274244	0.000593065964544	9.63432008864e-15
0.745833333333	1.20912603158e-08	1.06392333872e-09	2.0981111345e-10	0.0159514634001	0.000570258983944	1.00196358093e-14
0.746	1.19664623486e-08	1.05294222787e-09	2.16296249411e-10	0.0153134921009	0.000547451743271	1.04370611772e-14
0.746166666667	1.18378089189e-08	1.04162187061e-09	2.23272619364e-10	0.0146755135269	0.000524644242524	1.08907844077e-14
0.746333333333	1.1705000431e-08	1.0299359052e-09	2.30801303591e-10	0.014037527678	0.000501836481704	1.13857552099e-14
0.7465	1.156769912e-08	1.01785461131e-09	2.38954228387e-10	0.0133995345543	0.000479028460812	1.19278660946e-14
0.746666666667	1.14255221004e-08	1.00534429845e-09	2.47816726826e-10	0.0127615341558	0.000456220179849	1.25241880751e-14
0.746833333333	1.12780327306e-08	9.92366546042e-10	2.57490869722e-10	0.0121235264826	0.000433411638817	1.3183280799e-14
0.747	1.11247297702e-08	9.78877249377e-10	2.68099853735e-10	0.0114855115348	0.000410602837721	1.39156060582e-14
0.747166666667	1.09650336096e-08	9.6482540797e-10	2.79793863532e-10	0.0108474893125	0.000387793776565	1.47340872427e-14
0.747333333333	1.07982685566e-08	9.50151566926e-10	2.9275802536e-10	0.0102094598159	0.000364984455356	1.56548785907e-14
0.7475	1.06236397258e-08	9.34785783386e-10	3.07223385976e-10	0.00957142304531	0.000342174874105	1.66984421373e-14
0.747666666667	1.04402024007e-08	9.18644930713e-10	3.23482363662e-10	0.00893337900108	0.000319365032823	1.78910862144e-14
0.747833333333	1.0246820684e-08	9.01629060056e-10	3.4191097305e-10	0.00829532768366	0.000296554931526	1.92672140257e-14
0.748	1.00421105369e-08	8.83616388301e-10	3.6300159812e-10	0.00765726909365	0.000273744570238	2.08726965109e-14
0.748166666667	9.82435945194e-09	8.64456230028e-10	3.87412720035e-10	0.0070192032319	0.000250933948987	2.27700849532e-14
0.748333333333	9.59141005006e-09	8.43958755081e-10	4.16046916927e-10	0.00638113009952	0.000228123067815	2.50469511515e-14
0.7485	9.34048591728e-09	8.21879663726e-10	4.50178079875e-10	0.00574304969809	0.000205311926776	2.7829787708e-14
0.748666666667	9.06792088672e-09	7.97896365893e-10	4.9166880595e-10	0.00510496202984	0.000182500525951	3.13083335312e-14
0.748833333333	8.76871828098e-09	7.71569198423e-10	5.43363591992e-10	0.0044668670981	0.000159688865459	3.57807497703e-14
0.749	8.43579078216e-09	7.42274540394e-10	6.09852134682e-10	0.00382876490802	0.000136876945484	4.17439716812e-14
0.749166666667	8.05854930107e-09	7.09080646161e-10	6.9909211735e-10	0.00319065546816	0.000114064766332	5.00924827169e-14
0.749333333333	7.62001350363e-09	6.7049339739e-10	8.26305871278e-10	0.0025525387941	9.12523285601e-05	6.26152496736e-14
0.7495	7.09001956186e-09	6.23858645569e-10	1.0251060874e-09	0.00191441491832	6.84396333293e-05	8.34865275885e-14
0.749666666667	6.40547001928e-09	5.63624375871e-10	1.38918841309e-09	0.00127628392571	4.56266836744e-05	1.25229073778e-13
0.749833333333	5.38542497889e-09	4.73869487077e-10	2.33591623201e-09	0.000638146166717	2.28134921237e-05	2.50456497634e-13
0.750166666818	7.45826231819e-11	6.5626073208e-12	0.000879614236211	2.34694468268e-11	8.39024142517e-13	6.81003924267e-06
0.750333333333	5.92701256717e-11	5.21524376649e-12	0.00175421154638	9.35214715578e-12	3.34335841231e-13	1.7089963538e-05
0.7505	5.18280167768e-11	4.56040439195e-12	0.00262590853121	5.46314145286e-12	1.95305309357e-13	2.92556682402e-05
0.750666666667	4.71290604668e-11	4.14693804062e-12	0.00349534868557	3.73212107898e-12	1.33421963933e-13	4.2824938021e-05
0.750833333333	4.37846832989e-11	3.85266260286e-12	0.00436288100364	2.77783402923e-12	9.93065508374e-14	5.75368622504e-05
0.751	4.12327397512e-11	3.62811427385e-12	0.00522873068942	2.18274684027e-12	7.80324014241e-14	7.32232666407e-05
0.751166666667	3.91943419239e-11	3.44875339952e-12	0.0060930575157	1.78051463737e-12	6.36527472456e-14	8.9764976114e-05
0.751333333333	3.75125351253e-11	3.30076936332e-12	0.00695598189895	1.49270992648e-12	5.33638340662e-14	0.000107072279121
0.751500000001	3.60909887338e-11	3.17568592756e-12	0.00781759850515	1.27785879594e-12	4.56829847091e-14	0.000125074737837
0.751666666667	3.48667019644e-11	3.06795958363e-12	0.0086779840977	1.11211441111e-12	3.97576835555e-14	0.000143715297903
0.751833333333	3.37964165256e-11	2.97378398674e-12	0.00953720246518	9.80860172643e-13	3.50653925231e-14	0.000162946624149
0.752	3.28492627457e-11	2.8904428804e-12	0.010395307609	8.74673020367e-13	3.12692406563e-14	0.000182728688519
0.752166666667	3.20025111189e-11	2.81593627031e-12	0.0112523459747	7.87224187267e-13	2.81429768484e-14	0.000203027112834
0.752333333333	3.12389859292e-11	2.74875284627e-12	0.012108358026	7.14116590098e-13	2.55294069812e-14	0.000223811988281
0.7525	3.05454213848e-11	2.68772533661e-12	0.0129633794016	6.52206823179e-13	2.3316155451e-14	0.000245057009854
0.752666666667	2.991137841e-11	2.63193519555e-12	0.0138174417848	5.99192312217e-13	2.14209060687e-14	0.000266738825975
0.752833333333	2.9328508637e-11	2.58064784098e-12	0.0146705735705	5.53350535905e-13	1.97820793275e-14	0.000288836539451
0.753	2.87900409156e-11	2.53326747194e-12	0.0155228003868	5.13369021535e-13	1.83527548079e-14	0.000311331317609
0.753166666667	2.82904147308e-11	2.48930481257e-12	0.0163741455089	4.78231432848e-13	1.70965988603e-14	0.000334206082905
0.753333333333	2.78250131522e-11	2.44835361407e-12	0.0172246301919	4.47139380498e-13	1.59850693575e-14	0.000357445263971
0.7535	2.73899647774e-11	2.41007322746e-12	0.0180742739423	4.1945759493e-13	1.49954556452e-14	0.000381034592831
0.753666666667	2.69819944775e-11	2.37417547055e-12	0.0189230947417	3.94674742512e-13	1.4109477733e-14	0.000404960937903
0.753833333333	2.6598309296e-11	2.34041458801e-12	0.0197711092323	3.72374939211e-13	1.33122679189e-14	0.000429212165118
0.754	2.62365100828e-11	2.30857947597e-12	0.0206183328734	3.52216719579e-13	1.25916189379e-14	0.000453777021389
0.754166666667	2.58945222516e-11	2.27848758929e-12	0.0214647800731	3.33917291224e-13	1.19374210653e-14	0.000478645036046
0.754333333333	2.55705409368e-11	2.24998011586e-12	0.0223104643008	3.1724059521e-13	1.13412352806e-14	0.000503806436842
0.7545	2.52629871271e-11	2.22291811675e-12	0.0231553981838	3.01988146226e-13	1.07959658064e-14	0.00052925207791
0.754666666667	2.49704722626e-11	2.19717941101e-12	0.0239995935909	2.8799192962e-13	1.02956061804e-14	0.00055497337757
0.754833333333	2.46917694218e-11	2.17265604048e-12	0.0248430617042	2.7510883874e-13	9.83504039213e-15	0.000580962264341
0.755	2.44257896936e-11	2.14925219067e-12	0.0256858130828	2.63216278564e-13	9.40988571434e-15	0.000607211129821
0.755166666667	2.417156266e-11	2.12688247342e-12	0.0265278577177	2.52208661523e-13	9.01636743003e-15	0.000633712787377
0.755333333333	2.39282201688e-11	2.10547049908e-12	0.0273692050813	2.4199459233e-13	8.65121819112e-15	0.000660460435729
0.7555	2.36949827576e-11	2.08494768187e-12	0.0282098641698	2.32494589659e-13	8.31159656929e-15	0.000687447626754
0.755666666667	2.34711482288e-11	2.06525223466e-12	0.0290498435423	2.23639229574e-13	7.9950206842e-15	0.000714668236867
0.755833333333	2.32560819844e-11	2.04632831848e-12	0.0298891513544	2.15367622859e-13	7.69931376861e-15	0.000742116441518
0.756	2.30492088066e-11	2.02812531927e-12	0.0307277953895	2.07626158621e-13	7.42255925277e-15	0.000769786692368
0.756166666667	2.28500058346e-11	2.01059722993e-12	0.0315657830857	2.00367461703e-13	7.16306349204e-15	0.000797673696798
0.756333333333	2.26579965366e-11	1.9937021199e-12	0.0324031215609	1.93549522844e-13	6.91932467082e-15	0.000825772399464
0.7565	2.24727455134e-11	1.97740167793e-12	0.0332398176352	1.87134969318e-13	6.69000672772e-15	0.000854077965635
0.756666666667	2.22938540016e-11	1.96166081639e-12	0.0340758778508	1.81090450394e-13	6.47391738633e-15	0.000882585766101
0.756833333333	2.21209559666e-11	1.94644732749e-12	0.0349113084911	1.75386117217e-13	6.26998956106e-15	0.000911291363479
0.757	2.19537146961e-11	1.93173158354e-12	0.0357461155967	1.699951807e-13	6.07726555173e-15	0.000940190499734
0.757166666667	2.17918198195e-11	1.91748627468e-12	0.0365803049812	1.64893534174e-13	5.89488355383e-15	0.000969279084805
0.757333333333	2.16349846917e-11	1.90368617871e-12	0.0374138822449	1.60059430087e-13	5.72206610029e-15	0.0009985531862
0.7575	2.14829440895e-11	1.89030795833e-12	0.0382468527879	1.55473201956e-13	5.55811012158e-15	0.00102800901945
0.757666666667	2.13354521771e-11	1.87732998219e-12	0.0390792218216	1.51117024417e-13	5.40237836738e-15	0.00105764293937
0.757833333333	2.11922807044e-11	1.86473216631e-12	0.0399109943799	1.46974705437e-13	5.25429197848e-15	0.00108745143199
0.758	2.10532174067e-11	1.85249583328e-12	0.0407421753285	1.43031505814e-13	5.11332403377e-15	0.00111743110711
0.758166666667	2.09180645803e-11	1.84060358694e-12	0.0415727693752	1.39273981889e-13	4.97899392737e-15	0.00114757869149
0.758333333333	2.0786637811e-11	1.82903920047e-12	0.0424027810773	1.35689848084e-13	4.85086245439e-15	0.00117789102244
0.7585	2.06587648361e-11	1.81778751629e-12	0.0432322148504	1.32267856435e-13	4.72852750415e-15	0.00120836504199
0.758666666667	2.05342845247e-11	1.80683435631e-12	0.0440610749752	1.28997690714e-13	4.61162027538e-15	0.00123899779143
0.758833333333	2.04130459607e-11	1.79616644127e-12	0.0448893656047	1.25869873164e-13	4.49980194162e-15	0.00126978640621
0.759	2.02949076174e-11	1.78577131807e-12	0.0457170907703	1.22875682098e-13	4.39276070585e-15	0.00130072811125
0.759166666667	2.01797366124e-11	1.77563729425e-12	0.0465442543877	1.20007078967e-13	4.29020919279e-15	0.00133182021653
0.759333333333	2.00674080341e-11	1.76575337868e-12	0.0473708602627	1.17256643616e-13	4.19188213469e-15	0.00136306011298
0.7595	1.99578043315e-11	1.75610922793e-12	0.0481969120963	1.1461751672e-13	4.09753431316e-15	0.00139444526864
0.759666666667	1.98508147606e-11	1.74669509751e-12	0.0490224134892	1.12083348466e-13	4.00693872469e-15	0.00142597322512
0.759833333333	1.9746334881e-11	1.73750179761e-12	0.0498473679468	1.09648252723e-13	3.91988494227e-15	0.00145764159414
0.76	1.96442660979e-11	1.72852065274e-12	0.0506717788831	1.07306766029e-13	3.83617764911e-15	0.00148944805447
